ID,Text,Comment
Tutorial.Stage.Gatherer,"A víz mellett a hódoknak ételre is szükségük van. Építs egy Gyűjtögető zászlót néhány áfonyabokor közelében!

A gyűjtögetők automatikusan begyűjtik az áfonyát a zászló hatósugarában. A hatókört a Gyűjtögető zászló kiválasztásával láthatod.",
Tutorial.Stage.MarkBirchesForPlanting,"Most már ültethetsz fákat is. Válaszd ki a Fák és bokrok ültetése eszközt, és ültess néhány nyírfát!

Ahogy a terményeknél, a fák növekedéséhez is szükség van öntözésre. Ne felejtsd el őket vágásra kijelölni!","'Fák és bokrok ültetése' ugyanaz, mint a ToolGroups.ForestryPlanting."
Tutorial.Stage.MarkCarrots,"A gazdák nem kezdenek el dolgozni, amíg meg nem mondod nekik, mit és hol kell ültetni. Használd a Haszonnövények ültetése eszközt egy répaföld kijelöléséhez!

A terményeket öntözött földre kell ültetni, különben kiszáradnak és elpusztulnak.","A Haszonnövények ültetése ugyanaz, mint a ToolGroups.FieldsPlanting."
Tutorial.Stage.BasicStorage,"Bár minden általad elhelyezett épület rendelkezik némi tárolókapacitással, azok gyorsan megtelnek.

Építs további raktárakat a farönköknek és víznek! Minden tárolóépület csak egyféle erőforrást képes tárolni. Beállíthatod, miután kiválasztottad az épületet.",
Tutorial.Stage.ExpandStorage,"Miután van hely a farönkök és a víz tárolására, építs tárolót az áfonyának és a közelgő répatermésnek is!","A víz ugyanaz, mint a Good.Water.DisplayName, a farönkök ugyanaz, mint a Good.Log.PluralDisplayName."
Tutorial.Stage.Lodges,"Az otthonok növelik a hódok jóllétét, és lehetővé teszik a Virágvölgyiek népességének növekedését.

Építs elegendő kunyhót, hogy minden hódnak legyen hol laknia!

A hódok nem fognak szaporodni, ha nincsenek üres fészekhelyek a kölykök számára.","A Kunyhó épületnév."
Tutorial.Stage.Inventor,"A Tudománypontokat fejlettebb épületek feloldásához használhatod. A Tudománypontokat idővel a Feltaláló termeli.","A Feltaláló épületnév. A Tudománypont ugyanaz, mint a Science.SciencePoints."
Tutorial.Stage.WaterWheel,"Most elkezdhetünk fejlettebb erőforrásokat előállítani, de néhány épületnek ehhez meghajtásra van szüksége.

Építs egy Vízkereket a folyó partjára! A víz áramlásától függ, ezért leáll, ha nincs víz.","A Vízkerék épületnév."
Tutorial.Stage.LumberMill,"Eljött az idő, hogy kezdjük a deszkák előállítását! Építs egy Fűrészmalmot, és csatlakoztasd a Vízkerékhez hajtótengelyekkel!

Sok épület képes energiát átadni egymásnak, ha közvetlenül fal mellett helyezkednek el.","A Fűrészmalom és a Vízkerék épületnevek."
Tutorial.Stage.Farmhouse,"A településnek stabil élelmiszerforrásra van szüksége. Építs egy Földművesházat a vetéshez és a termények betakarításához!

Ha kevés a munkásod, leállíthatsz néhány épületet. Ehhez válassz ki egy épületet, és kattints a szünet gombra!

Ahogy sok más épületnek, a Földművesháznak is korlátozott a hatótávja.","A Földművesház ugyanaz, mint a Building.Farmhouse.DisplayName."
Tutorial.Stage.Forester,"Szükségünk van egy stabil farönkforrásra. Oldd fel az Erdész épületet, és építsd meg ott, ahol fákat szeretnél ültetni!","Az Erdész épületnév."
Tutorial.Stage.KeepPlaying,"A településed most önellátó, amíg folyik a víz. Fontold meg egy gát építését, vagy több tartály elhelyezését, hogy segíts a hódjaidnak túlélni a szárazságot!

Az útmutató bemutatta az alapokat, de még sok mindent felfedezhetsz magad is.

Sok sikert!","A Víz tartály épületnév."
Water.Strength,Erősség,Followed by a number which tells how much water a water source produces
WaterInputCoordinates.Depth,Mélység,Depth reached by the water input building (e.g. a water pump).
WaterInputCoordinates.Limit,Korlát,Depth limit of the water input building (e.g. a water pump).
WaterMover.Unfiltered,Szűretlen,"Tooltip for a toggle, that decides what kind of fluid should be pumped: unfiltered, water or badwater"
WaterOpacity.Visibility.Hide,Víz elrejtése,Tooltip for button hiding water
WaterOpacity.Visibility.Show,Víz megjelenítése,Tooltip for button showing water
Weather.Badtide,Rosszvízár,Name of toxic hazard season during which all rivers turn into badwater instead of water. Ideally the name should refer to Good.Badwater.DisplayName and follow its pattern. Please read the comment for Good.Badwater.DisplayName for a complete description of what badwater is.
Weather.BadtideEndedNotification,Rosszvízár vége,Notification that shows up when a badtide season ends. Badtide should be the same as Weather.Badtide.
Weather.BadtideStartedNotification,Rosszvízár kezdete,Notification that shows up when a badtide season starts. Badtide should be the same as Weather.Badtide.
Weather.CycleAndDayLong,"{0}. ciklus, {1}. nap","Example usage: 'Cycle 2, day 5'."
Weather.CycleAndDayShort,{0}.{1}.,Example usage: 'Day 2-5'.
Weather.CycleBegins,A {0}. ciklus kezdete,"Shown as a message when new cycle begins, {0} stands for cycle number, example usage: 'Cycle 4 begins'."
Weather.Drought,Aszály,
Weather.DroughtEndedNotification,Aszály vége,A notification that a drought has ended.
Weather.DroughtStartedNotification,Aszály kezdete,A notification that a drought has begun.
Weather.Notification.BadtideApproaching,Rosszvízár közelít,Tooltip of weather panel shown when a badtide season is approaching. Badtide should be the same as Weather.Badtide.
Weather.Notification.BadtideInProgress,Rosszvízár folyamatban,Tooltip of weather panel shown when a badtide season is in progress. Badtide should be the same as Weather.Badtide.
Weather.Notification.DroughtApproaching,Aszály közelít,Tooltip of weather panel shown when a drought season is approaching. Drought should be the same as Weather.Drought.
Weather.Notification.DroughtInProgress,Aszály folyamatban,Tooltip of weather panel shown when a drought season is in progress. Drought should be the same as Weather.Drought.
Weather.Notification.Mild,Mérsékelt időjárás,Tooltip of weather panel shown when a mild (temperate) season is in progress.
Weather.Temperate,Mérsékelt időjárás,
Wellbeing.AverageWellbeing,Átlagos jóllét:,Please keep short. Well-being is how good the beavers feel in general. Could also be welfare or prosperity
Wellbeing.DisplayName,Jóllét,How good the beavers feel. Could also be welfare or prosperity
Wellbeing.HighscoreReached,"A hódok boldogabbak, mint valaha! Elértél egy új jóllét csúcsot:",A congratulation message when a settlement reaches a new well-being record
Wellbeing.NextTier,Következő szint,Shown on character bonus tooltip with information about next bonus level (each bonus has several tiers with raising values)
Wellbeing.PopulationWellbeing,A népesség jólléte,Please keep short. How good the beavers feel. Could also be welfare or prosperity
Wellbeing.ShowPopulation,A népesség jóllétének megjelenítése,How good the beavers feel. Could also be welfare or prosperity
Wellbeing.UnlockedFactions,Feloldott frakciók,Header of a section that tells about factions that can be unlocked
Wonder.Activate,Indítás,Label of a button that activates a Wonder (an end game building).
WonderCompletion.Panel.Header,Gratulálunk!,Header of a panel that is shown when the player has mastered a map.
WonderCompletion.Panel.Statistics,Statisztika:,Title of the statistics section in the wonder completion panel
WonderCompletion.Statistic.BeaversBorn,Született hódok száma:,A text for flavor statistic that shows how many beavers have been born during the game.
WonderCompletion.Statistic.BeaversExploded,Felrobbantott hódok száma:,A text for flavor statistic that shows how many beavers have died to a dynamite during the game.
WonderCompletion.Statistic.BotsManufactured,Legyártott robotok száma:,A text for flavor statistic that shows how many bots have been created during the game.
WonderCompletion.Statistic.BrokenTeeth,Eltört fogak száma:,A text for flavor statistic that shows how many times a beaver has broken a tooth during the game.
WonderCompletion.Statistic.DaysPassed,"Eltelt napok száma:",A text for statistic that shows how many days have passed until wonder was built.
WonderCompletion.Statistic.DynamiteDetonated,Felrobbantott dinamitok száma:,A text for flavor statistic that shows how many times dynamite has been detonated during the game.
WonderCompletion.Statistic.TailsPainted,Megfestett farkak száma:,A text for flavor statistic that shows how many tails have been handled by the detailer.
WonderCompletion.Statistic.TreesCut,Kivágott fák száma:,A text for flavor statistic that shows how many trees have been cut down during the game.
WonderCompletion.Statistic.WaterConsumed,Felhasznált víz:,A text for flavor statistic that shows how many units of water have been consumed during the game.
WonderCompletion.WonderCompleted,Elkészült Csoda: {0},"Text that is shown when the player has built and activated a Wonder. {0} is the name of the faction that the player performed this with. """"Wonder"""" should be the same as Buildings.Wonder."
Work.BeaverOnly,<YellowHighlight>Csak hódok:</YellowHighlight> Csak hódok dolgozhatnak ezen a munkahelyen.,Shown on a tooltip at workplaces where only beavers can work in
Work.BotOnly,<YellowHighlight>Csak robotok:</YellowHighlight> Csak robotok dolgozhatnak ezen a munkahelyen.,Shown on a tooltip at workplaces where only bots can work in. Bots should be the same as Bot.PluralDisplayName.
Work.CurrentWorkers,Munkások: {0} / {1},Please keep short. {0} stands for the desired number of workers. {1} stands for max number of workers that can work in building.
Work.DefaultAllowedWorker,Munkások típusa az új épületekben:,Global setting for who is allowed to work in a new building: beavers or bots
Work.DefaultAllowedWorker.Tooltip,"Az új épületekben a munkások típusa (hódok, vagy robotok) ebben a kerületben ennek megfelelően lesznek beállítva.",Shown on a tooltip for a toggle deciding the default worker setting between beavers and bots.
Work.FuelRemaining,Maradék üzemanyag: {0}%,"{0} stands for a number between 0 and 100, for example 10% means that most of the fuel has been depleted."
Work.Incapacitated,Munkaképtelen:,Label before a number of characters unfit for work (for example injured beavers or broken bots)
Work.MaxDepth,Maximum mélység: {0},"Explains how deep a building can reach, for example how deep it can pump water from. {0} stands for a number. Example usage: 'Depth: 5'"
Work.MaximumWorkers,Maximum munkások: {0},{0} stands for max number of workers that can work in building.
Work.PriorityTitle,Munkahely-prioritás,Setting a priority on workplace building
Work.Productivity,Termelékenység:,How productive a workplace is. Followed by a percentage.
Work.ProductivityTip,"A termelési és az anyagok szállítási idejének aránya.",Tooltip of how productivity works
Work.Vacant,Üresedés,Denotes an empty workplace slot without a worker.
Work.VacantPlural,Üresedések,Label before number of vacant work slots
Work.Workers,Munkások: {0},{0} stands for number of workers
Work.WorkersLabel,Munkások,Label before number of workers
Work.WorkingHoursTooltip,Munkaidő,
Work.Workplace.DisplayName,Munkahely,"Header of a section where various aspects of a workplace can be changed (working priority, number of workers). Please keep short."
Work.WorkplaceUnlock.CantUnlock,"Nem lehet feloldani ezt a munkahelyet robotok számára, nincs elég Tudománypont.",Prompt when the player doesn't have enough science points to unlock a workplace for bots. Bots should be the same as Bot.PluralDisplayName.
Work.WorkplaceUnlock.Prompt,Biztosan fel akarod oldani ezt a munkahelyet robotok számára? Ez {0} Tudománypontba kerül.,"{0} stands for amount. Prompt when the player presses to unlock a workplace for bots. Science Points must be the same as Science.SciencePoints, Bots as Bot.PluralDisplayName"
